cellTime,cell,time,none
ABa:1,ABa,1,13124
ABa:2,ABa,2,16024
ABa:3,ABa,3,9878
ABal:4,ABal,4,8997
ABal:5,ABal,5,9718
ABal:6,ABal,6,8529
ABal:7,ABal,7,6899
ABal:8,ABal,8,6426
ABal:9,ABal,9,6366
ABal:10,ABal,10,6672
ABal:11,ABal,11,6859
ABal:12,ABal,12,6978
ABal:13,ABal,13,9448
ABal:14,ABal,14,10482
ABala:15,ABala,15,8691
ABala:16,ABala,16,8869
ABala:17,ABala,17,7911
ABala:18,ABala,18,7060
ABala:19,ABala,19,6287
ABala:20,ABala,20,6305
ABala:21,ABala,21,6311
ABala:22,ABala,22,6176
ABala:23,ABala,23,6084
ABala:24,ABala,24,6207
ABala:25,ABala,25,6499
ABala:26,ABala,26,6838
ABala:27,ABala,27,6394
ABalaa:28,ABalaa,28,5703
ABalaa:29,ABalaa,29,6206
ABalaa:30,ABalaa,30,5504
ABalaa:31,ABalaa,31,4690
ABalaa:32,ABalaa,32,4319
ABalaa:33,ABalaa,33,4058
ABalaa:34,ABalaa,34,3869
ABalaa:35,ABalaa,35,3963
ABalaa:36,ABalaa,36,4140
ABalaa:37,ABalaa,37,4286
ABalaa:38,ABalaa,38,4502
ABalaa:39,ABalaa,39,4498
ABalaa:40,ABalaa,40,4595
ABalaa:41,ABalaa,41,4974
ABalaa:42,ABalaa,42,4795
ABalaa:43,ABalaa,43,5254
ABalaa:44,ABalaa,44,4724
ABalaa:45,ABalaa,45,4004
ABalaaa:46,ABalaaa,46,4479
ABalaaa:47,ABalaaa,47,4383
ABalaaa:48,ABalaaa,48,3487
ABalaaa:49,ABalaaa,49,3183
ABalaaa:50,ABalaaa,50,2925
ABalaaa:51,ABalaaa,51,2945
ABalaaa:52,ABalaaa,52,2726
ABalaaa:53,ABalaaa,53,2865
ABalaaa:54,ABalaaa,54,2740
ABalaaa:55,ABalaaa,55,2917
ABalaaa:56,ABalaaa,56,3010
ABalaaa:57,ABalaaa,57,2906
ABalaaa:58,ABalaaa,58,2770
ABalaaa:59,ABalaaa,59,2971
ABalaaa:60,ABalaaa,60,3015
ABalaaa:61,ABalaaa,61,2726
ABalaaa:62,ABalaaa,62,2841
ABalaaa:63,ABalaaa,63,2835
ABalaaa:64,ABalaaa,64,2726
ABalaaa:65,ABalaaa,65,2471
ABalaaaa:66,ABalaaaa,66,2339
ABalaaaa:67,ABalaaaa,67,2313
ABalaaaa:68,ABalaaaa,68,2166
ABalaaaa:69,ABalaaaa,69,2083
ABalaaaa:70,ABalaaaa,70,1927
ABalaaaa:71,ABalaaaa,71,2175
ABalaaaa:72,ABalaaaa,72,2142
ABalaaaa:73,ABalaaaa,73,2079
ABalaaaa:74,ABalaaaa,74,2308
ABalaaaa:75,ABalaaaa,75,2513
ABalaaaa:76,ABalaaaa,76,2276
ABalaaaa:77,ABalaaaa,77,2270
ABalaaaa:78,ABalaaaa,78,2359
ABalaaaa:79,ABalaaaa,79,2200
ABalaaaa:80,ABalaaaa,80,2412
ABalaaaa:81,ABalaaaa,81,2406
ABalaaaa:82,ABalaaaa,82,2608
ABalaaaa:83,ABalaaaa,83,2469
ABalaaaa:84,ABalaaaa,84,2590
ABalaaaa:85,ABalaaaa,85,2590
ABalaaaa:86,ABalaaaa,86,2406
ABalaaaa:87,ABalaaaa,87,2590
ABalaaaa:88,ABalaaaa,88,2219
ABalaaaa:89,ABalaaaa,89,2418
ABalaaaa:90,ABalaaaa,90,2558
ABalaaaa:91,ABalaaaa,91,2830
ABalaaaal:92,ABalaaaal,92,2644
ABalaaaal:93,ABalaaaal,93,2491
ABalaaaal:94,ABalaaaal,94,2215
ABalaaaal:95,ABalaaaal,95,2440
ABalaaaal:96,ABalaaaal,96,1989
ABalaaaal:97,ABalaaaal,97,2759
ABalaaaal:98,ABalaaaal,98,2339
ABalaaaal:99,ABalaaaal,99,2401
ABalaaaal:100,ABalaaaal,100,2610
ABalaaaal:101,ABalaaaal,101,2141
ABalaaaal:102,ABalaaaal,102,2194
ABalaaaal:103,ABalaaaal,103,2483
ABalaaaal:104,ABalaaaal,104,2670
ABalaaaal:105,ABalaaaal,105,2958
ABalaaaal:106,ABalaaaal,106,2963
ABalaaaal:107,ABalaaaal,107,2466
ABalaaaal:108,ABalaaaal,108,2768
ABalaaaal:109,ABalaaaal,109,2480
ABalaaaal:110,ABalaaaal,110,2390
ABalaaaal:111,ABalaaaal,111,2426
ABalaaaal:112,ABalaaaal,112,2395
ABalaaaal:113,ABalaaaal,113,2369
ABalaaaal:114,ABalaaaal,114,2262
ABalaaaal:115,ABalaaaal,115,2342
ABalaaaal:116,ABalaaaal,116,2610
ABalaaaal:117,ABalaaaal,117,2354
ABalaaaal:118,ABalaaaal,118,2855
ABalaaaal:119,ABalaaaal,119,2732
ABalaaaal:120,ABalaaaal,120,2951
ABalaaaal:121,ABalaaaal,121,2468
ABalaaaal:122,ABalaaaal,122,3367
ABalaaaala:123,ABalaaaala,123,3109
ABalaaaala:124,ABalaaaala,124,2713
ABalaaaala:125,ABalaaaala,125,3087
ABalaaaala:126,ABalaaaala,126,2978
ABalaaaala:127,ABalaaaala,127,3118
ABalaaaala:128,ABalaaaala,128,3274
ABalaaaala:129,ABalaaaala,129,3110
ABalaaaala:130,ABalaaaala,130,3835
ABalaaaala:131,ABalaaaala,131,2356
ABalaaaala:132,ABalaaaala,132,2448
ABalaaaala:133,ABalaaaala,133,2915
ABalaaaala:134,ABalaaaala,134,2401
ABalaaaala:135,ABalaaaala,135,2463
ABalaaaala:136,ABalaaaala,136,2167
ABalaaaala:137,ABalaaaala,137,2208
ABalaaaala:138,ABalaaaala,138,2100
ABalaaaala:139,ABalaaaala,139,2167
ABalaaaala:140,ABalaaaala,140,2432
ABalaaaala:141,ABalaaaala,141,1840
ABalaaaala:142,ABalaaaala,142,2339
ABalaaaala:143,ABalaaaala,143,2042
ABalaaaala:144,ABalaaaala,144,2450
ABalaaaala:145,ABalaaaala,145,2235
ABalaaaala:146,ABalaaaala,146,2022
ABalaaaala:147,ABalaaaala,147,2511
ABalaaaala:148,ABalaaaala,148,2571
ABalaaaala:149,ABalaaaala,149,2517
ABalaaaala:150,ABalaaaala,150,2224
ABalaaaala:151,ABalaaaala,151,2258
ABalaaaala:152,ABalaaaala,152,2364
ABalaaaala:153,ABalaaaala,153,2643
ABalaaaala:154,ABalaaaala,154,2235
ABalaaaala:155,ABalaaaala,155,2364
ABalaaaala:156,ABalaaaala,156,2577
ABalaaaala:157,ABalaaaala,157,2541
ABalaaaala:158,ABalaaaala,158,2477
ABalaaaala:159,ABalaaaala,159,2484
ABalaaaala:160,ABalaaaala,160,2437
ABalaaaala:161,ABalaaaala,161,2545
ABalaaaala:162,ABalaaaala,162,2085
ABalaaaala:163,ABalaaaala,163,2139
ABalaaaala:164,ABalaaaala,164,2077
ABalaaaala:165,ABalaaaala,165,2089
ABalaaaala:166,ABalaaaala,166,1935
ABalaaaala:167,ABalaaaala,167,2562
ABalaaaala:168,ABalaaaala,168,2087
ABalaaaala:169,ABalaaaala,169,2119
ABalaaaala:170,ABalaaaala,170,2222
ABalaaaala:171,ABalaaaala,171,2193
ABalaaaala:172,ABalaaaala,172,2183
ABalaaaala:173,ABalaaaala,173,1790
ABalaaaala:174,ABalaaaala,174,2190
ABalaaaalar:175,ABalaaaalar,175,2354
ABalaaaalar:176,ABalaaaalar,176,2432
ABalaaaalar:177,ABalaaaalar,177,1902
ABalaaaalar:178,ABalaaaalar,178,1980
ABalaaaalar:179,ABalaaaalar,179,1980
ABalaaaalar:180,ABalaaaalar,180,2432
ABalaaaalar:181,ABalaaaalar,181,2245
ABalaaaalar:182,ABalaaaalar,182,2416
ABalaaaalar:183,ABalaaaalar,183,2385
ABalaaaalar:184,ABalaaaalar,184,2307
ABalaaaalar:185,ABalaaaalar,185,2650
ABalaaaalar:186,ABalaaaalar,186,2610
ABalaaaalar:187,ABalaaaalar,187,2722
ABalaaaalar:188,ABalaaaalar,188,2682
ABalaaaalar:189,ABalaaaalar,189,2978
ABalaaaalar:190,ABalaaaalar,190,2526
ABalaaaalar:191,ABalaaaalar,191,2861
ABalaaaalar:192,ABalaaaalar,192,3230
ABalaaaalar:193,ABalaaaalar,193,2697
ABalaaaalar:194,ABalaaaalar,194,3019
ABalaaaalar:195,ABalaaaalar,195,2510
ABalaaaalar:196,ABalaaaalar,196,2900
ABalaaaalar:197,ABalaaaalar,197,2479
ABalaaaalar:198,ABalaaaalar,198,4164
ABalaaaalar:199,ABalaaaalar,199,3383
ABalaaaalar:200,ABalaaaalar,200,3757
ABalaaaalar:201,ABalaaaalar,201,2697
ABalaaaalar:202,ABalaaaalar,202,2588
ABalaaaalar:203,ABalaaaalar,203,2837
ABalaaaalar:204,ABalaaaalar,204,3307
ABalaaaalar:205,ABalaaaalar,205,3365
ABalaaaalar:206,ABalaaaalar,206,3616
ABalaaaalar:207,ABalaaaalar,207,3916
ABalaaaalar:208,ABalaaaalar,208,3336
ABalaaaalar:209,ABalaaaalar,209,3258
ABalaaaalar:210,ABalaaaalar,210,3704
ABalaaaalar:211,ABalaaaalar,211,3134
ABalaaaalar:212,ABalaaaalar,212,3071
ABalaaaalal:175,ABalaaaalal,175,2604
ABalaaaalal:176,ABalaaaalal,176,2479
ABalaaaalal:177,ABalaaaalal,177,2307
ABalaaaalal:178,ABalaaaalal,178,2229
ABalaaaalal:179,ABalaaaalal,179,2292
ABalaaaalal:180,ABalaaaalal,180,2292
ABalaaaalal:181,ABalaaaalal,181,2510
ABalaaaalal:182,ABalaaaalal,182,2307
ABalaaaalal:183,ABalaaaalal,183,3024
ABalaaaalal:184,ABalaaaalal,184,2619
ABalaaaalal:185,ABalaaaalal,185,2900
ABalaaaalal:186,ABalaaaalal,186,2588
ABalaaaalal:187,ABalaaaalal,187,2697
ABalaaaalal:188,ABalaaaalal,188,2541
ABalaaaalal:189,ABalaaaalal,189,2900
ABalaaaalal:190,ABalaaaalal,190,2978
ABalaaaalal:191,ABalaaaalal,191,2682
ABalaaaalal:192,ABalaaaalal,192,2728
ABalaaaalal:193,ABalaaaalal,193,2915
ABalaaaalal:194,ABalaaaalal,194,3042
ABalaaaalal:195,ABalaaaalal,195,3150
ABalaaaalal:196,ABalaaaalal,196,3118
ABalaaaalal:197,ABalaaaalal,197,3274
ABalaaaalal:198,ABalaaaalal,198,3414
ABalaaaalal:199,ABalaaaalal,199,3666
ABalaaaalal:200,ABalaaaalal,200,3662
ABalaaaalal:201,ABalaaaalal,201,2667
ABalaaaalal:202,ABalaaaalal,202,2448
ABalaaaalal:203,ABalaaaalal,203,2527
ABalaaaalal:204,ABalaaaalal,204,2697
ABalaaaalal:205,ABalaaaalal,205,2856
ABalaaaalal:206,ABalaaaalal,206,2775
ABalaaaalal:207,ABalaaaalal,207,2931
ABalaaaalal:208,ABalaaaalal,208,2988
ABalaaaalal:209,ABalaaaalal,209,2908
ABalaaaalal:210,ABalaaaalal,210,3031
ABalaaaalal:211,ABalaaaalal,211,3022
ABalaaaalal:212,ABalaaaalal,212,3206
ABalaaaalal:213,ABalaaaalal,213,3992
ABalaaaalal:214,ABalaaaalal,214,2935
ABalaaaalal:215,ABalaaaalal,215,3177
ABalaaaalal:216,ABalaaaalal,216,3139
ABalaaaalal:217,ABalaaaalal,217,3134
ABalaaaalal:218,ABalaaaalal,218,3548
ABalaaaalal:219,ABalaaaalal,219,3203
ABalaaaalal:220,ABalaaaalal,220,3893
ABalaaaalal:221,ABalaaaalal,221,3710
ABalaaaalal:222,ABalaaaalal,222,3816
ABalaaaalal:223,ABalaaaalal,223,3495
ABalaaaalal:224,ABalaaaalal,224,3805
ABalaaaalal:225,ABalaaaalal,225,3298
ABalaaaalal:226,ABalaaaalal,226,3570
ABalaaaalal:227,ABalaaaalal,227,3742
ABalaaaalal:228,ABalaaaalal,228,4802
ABalaaaalal:229,ABalaaaalal,229,4599
ABalaaaalal:230,ABalaaaalal,230,4677
ABalaaaalal:231,ABalaaaalal,231,3866
ABalaaaalal:232,ABalaaaalal,232,4350
ABalaaaalal:233,ABalaaaalal,233,4303
ABalaaaalal:234,ABalaaaalal,234,3740
ABalaaaalal:235,ABalaaaalal,235,4007
ABalaaaalal:236,ABalaaaalal,236,4007
ABalaaaalal:237,ABalaaaalal,237,3960
ABalaaaalal:238,ABalaaaalal,238,3477
ABalaaaalal:239,ABalaaaalal,239,3633
ABalaaaalal:240,ABalaaaalal,240,3695
ABalaaaalp:123,ABalaaaalp,123,3179
ABalaaaalp:124,ABalaaaalp,124,2853
ABalaaaalp:125,ABalaaaalp,125,3258
ABalaaaalp:126,ABalaaaalp,126,2853
ABalaaaalp:127,ABalaaaalp,127,3177
ABalaaaalp:128,ABalaaaalp,128,3085
ABalaaaalp:129,ABalaaaalp,129,2949
ABalaaaalp:130,ABalaaaalp,130,2845
ABalaaaalp:131,ABalaaaalp,131,2127
ABalaaaalp:132,ABalaaaalp,132,2258
ABalaaaalp:133,ABalaaaalp,133,2510
ABalaaaalp:134,ABalaaaalp,134,2085
ABalaaaalp:135,ABalaaaalp,135,2425
ABalaaaalp:136,ABalaaaalp,136,2444
ABalaaaalp:137,ABalaaaalp,137,2257
ABalaaaalp:138,ABalaaaalp,138,2229
ABalaaaalp:139,ABalaaaalp,139,2119
ABalaaaalp:140,ABalaaaalp,140,2354
ABalaaaalp:141,ABalaaaalp,141,2060
ABalaaaalp:142,ABalaaaalp,142,2262
ABalaaaalp:143,ABalaaaalp,143,2011
ABalaaaalp:144,ABalaaaalp,144,2120
ABalaaaalp:145,ABalaaaalp,145,2290
ABalaaaalp:146,ABalaaaalp,146,2291
ABalaaaalp:147,ABalaaaalp,147,2221
ABalaaaalp:148,ABalaaaalp,148,2452
ABalaaaalp:149,ABalaaaalp,149,2339
ABalaaaalp:150,ABalaaaalp,150,2679
ABalaaaalp:151,ABalaaaalp,151,2733
ABalaaaalp:152,ABalaaaalp,152,2527
ABalaaaalp:153,ABalaaaalp,153,2104
ABalaaaalp:154,ABalaaaalp,154,1982
ABalaaaalp:155,ABalaaaalp,155,2520
ABalaaaalp:156,ABalaaaalp,156,2737
ABalaaaalp:157,ABalaaaalp,157,2646
ABalaaaalp:158,ABalaaaalp,158,2312
ABalaaaalp:159,ABalaaaalp,159,2470
ABalaaaalp:160,ABalaaaalp,160,2448
ABalaaaalp:161,ABalaaaalp,161,2290
ABalaaaalp:162,ABalaaaalp,162,2369
ABalaaaalp:163,ABalaaaalp,163,2351
ABalaaaalp:164,ABalaaaalp,164,2442
ABalaaaalp:165,ABalaaaalp,165,2417
ABalaaaalp:166,ABalaaaalp,166,2453
ABalaaaalp:167,ABalaaaalp,167,2463
ABalaaaalp:168,ABalaaaalp,168,2646
ABalaaaalp:169,ABalaaaalp,169,2665
ABalaaaalp:170,ABalaaaalp,170,2370
ABalaaaalp:171,ABalaaaalp,171,2450
ABalaaaalp:172,ABalaaaalp,172,2557
ABalaaaalp:173,ABalaaaalp,173,2448
ABalaaaalpa:174,ABalaaaalpa,174,1980
ABalaaaalpa:175,ABalaaaalpa,175,2685
ABalaaaalpa:176,ABalaaaalpa,176,2214
ABalaaaalpa:177,ABalaaaalpa,177,2276
ABalaaaalpa:178,ABalaaaalpa,178,2432
ABalaaaalpa:179,ABalaaaalpa,179,2198
ABalaaaalpa:180,ABalaaaalpa,180,2011
ABalaaaalpa:181,ABalaaaalpa,181,2198
ABalaaaalpa:182,ABalaaaalpa,182,2245
ABalaaaalpa:183,ABalaaaalpa,183,2557
ABalaaaalpa:184,ABalaaaalpa,184,2853
ABalaaaalpa:185,ABalaaaalpa,185,2706
ABalaaaalpa:186,ABalaaaalpa,186,2713
ABalaaaalpa:187,ABalaaaalpa,187,2884
ABalaaaalpa:188,ABalaaaalpa,188,2853
ABalaaaalpa:189,ABalaaaalpa,189,2775
ABalaaaalpa:190,ABalaaaalpa,190,2697
ABalaaaalpa:191,ABalaaaalpa,191,3040
ABalaaaalpa:192,ABalaaaalpa,192,3071
ABalaaaalpa:193,ABalaaaalpa,193,2650
ABalaaaalpa:194,ABalaaaalpa,194,2682
ABalaaaalpa:195,ABalaaaalpa,195,2401
ABalaaaalpa:196,ABalaaaalpa,196,3664
ABalaaaalpa:197,ABalaaaalpa,197,3024
ABalaaaalpa:198,ABalaaaalpa,198,3352
ABalaaaalpa:199,ABalaaaalpa,199,3648
ABalaaaalpa:200,ABalaaaalpa,200,3929
ABalaaaalpa:201,ABalaaaalpa,201,2792
ABalaaaalpa:202,ABalaaaalpa,202,2613
ABalaaaalpa:203,ABalaaaalpa,203,3024
ABalaaaalpa:204,ABalaaaalpa,204,2853
ABalaaaalpa:205,ABalaaaalpa,205,3196
ABalaaaalpa:206,ABalaaaalpa,206,3523
ABalaaaalpa:207,ABalaaaalpa,207,2759
ABalaaaalpa:208,ABalaaaalpa,208,3477
ABalaaaalpa:209,ABalaaaalpa,209,3586
ABalaaaalpa:210,ABalaaaalpa,210,2815
ABalaaaalpa:211,ABalaaaalpa,211,3165
ABalaaaalpa:212,ABalaaaalpa,212,2713
ABalaaaalpa:213,ABalaaaalpa,213,3929
ABalaaaalpa:214,ABalaaaalpa,214,3227
ABalaaaalpa:215,ABalaaaalpa,215,3180
ABalaaaalpa:216,ABalaaaalpa,216,3539
ABalaaaalpa:217,ABalaaaalpa,217,2900
ABalaaaalpa:218,ABalaaaalpa,218,3321
ABalaaaalpa:219,ABalaaaalpa,219,3788
ABalaaaalpa:220,ABalaaaalpa,220,3804
ABalaaaalpa:221,ABalaaaalpa,221,4319
ABalaaaalpa:222,ABalaaaalpa,222,5410
ABalaaaalpa:223,ABalaaaalpa,223,5176
ABalaaaalpa:224,ABalaaaalpa,224,4423
ABalaaaalpa:225,ABalaaaalpa,225,5539
ABalaaaalpa:226,ABalaaaalpa,226,5240
ABalaaaalpa:227,ABalaaaalpa,227,5681
ABalaaaalpa:228,ABalaaaalpa,228,5782
ABalaaaalpa:229,ABalaaaalpa,229,5071
ABalaaaalpa:230,ABalaaaalpa,230,6096
ABalaaaalpa:231,ABalaaaalpa,231,6517
ABalaaaalpa:232,ABalaaaalpa,232,5878
ABalaaaalpa:233,ABalaaaalpa,233,5801
ABalaaaalpp:174,ABalaaaalpp,174,2479
ABalaaaalpp:175,ABalaaaalpp,175,2765
ABalaaaalpp:176,ABalaaaalpp,176,2276
ABalaaaalpp:177,ABalaaaalpp,177,2245
ABalaaaalpp:178,ABalaaaalpp,178,2354
ABalaaaalpp:179,ABalaaaalpp,179,2510
ABalaaaalpp:180,ABalaaaalpp,180,2604
ABalaaaalpp:181,ABalaaaalpp,181,2323
ABalaaaalpp:182,ABalaaaalpp,182,2214
ABalaaaalpp:183,ABalaaaalpp,183,3102
ABalaaaalpp:184,ABalaaaalpp,184,2853
ABalaaaalpp:185,ABalaaaalpp,185,3601
ABalaaaalpp:186,ABalaaaalpp,186,3212
ABalaaaalpp:187,ABalaaaalpp,187,3071
ABalaaaalpp:188,ABalaaaalpp,188,2962
ABalaaaalpp:189,ABalaaaalpp,189,3586
ABalaaaalpp:190,ABalaaaalpp,190,3336
ABalaaaalpp:191,ABalaaaalpp,191,2935
ABalaaaalpp:192,ABalaaaalpp,192,3508
ABalaaaalpp:193,ABalaaaalpp,193,3559
ABalaaaalpp:194,ABalaaaalpp,194,3243
ABalaaaalpp:195,ABalaaaalpp,195,3333
ABalaaaalpp:196,ABalaaaalpp,196,3227
ABalaaaalpp:197,ABalaaaalpp,197,3305
ABalaaaalpp:198,ABalaaaalpp,198,4203
ABalaaaalpp:199,ABalaaaalpp,199,3485
ABalaaaalpp:200,ABalaaaalpp,200,3555
ABalaaaalpp:201,ABalaaaalpp,201,2505
ABalaaaalpp:202,ABalaaaalpp,202,3087
ABalaaaalpp:203,ABalaaaalpp,203,2964
ABalaaaalpp:204,ABalaaaalpp,204,2931
ABalaaaalpp:205,ABalaaaalpp,205,2947
ABalaaaalpp:206,ABalaaaalpp,206,2931
ABalaaaalpp:207,ABalaaaalpp,207,2947
ABalaaaalpp:208,ABalaaaalpp,208,2869
ABalaaaalpp:209,ABalaaaalpp,209,3243
ABalaaaalpp:210,ABalaaaalpp,210,2884
ABalaaaalpp:211,ABalaaaalpp,211,3042
ABalaaaalpp:212,ABalaaaalpp,212,3258
ABalaaaalpp:213,ABalaaaalpp,213,3274
ABalaaaalpp:214,ABalaaaalpp,214,2916
ABalaaaalpp:215,ABalaaaalpp,215,3118
ABalaaaalpp:216,ABalaaaalpp,216,3009
ABalaaaalpp:217,ABalaaaalpp,217,3818
ABalaaaalpp:218,ABalaaaalpp,218,3835
ABalaaaalpp:219,ABalaaaalpp,219,3929
ABalaaaalpp:220,ABalaaaalpp,220,3336
ABalaaaalpp:221,ABalaaaalpp,221,4038
ABalaaaalpp:222,ABalaaaalpp,222,4209
ABalaaaalpp:223,ABalaaaalpp,223,4506
ABalaaaalpp:224,ABalaaaalpp,224,4288
ABalaaaalpp:225,ABalaaaalpp,225,4303
ABalaaaalpp:226,ABalaaaalpp,226,4702
ABalaaaalpp:227,ABalaaaalpp,227,4422
ABalaaaalpp:228,ABalaaaalpp,228,5236
ABalaaaalpp:229,ABalaaaalpp,229,5446
ABalaaaalpp:230,ABalaaaalpp,230,4886
ABalaaaalpp:231,ABalaaaalpp,231,4355
ABalaaaalpp:232,ABalaaaalpp,232,4194
ABalaaaalpp:233,ABalaaaalpp,233,4474
ABalaaaalpp:234,ABalaaaalpp,234,4287
ABalaaaalpp:235,ABalaaaalpp,235,4693
ABalaaaalpp:236,ABalaaaalpp,236,5347
ABalaaaalpp:237,ABalaaaalpp,237,5160
ABalaaaalpp:238,ABalaaaalpp,238,5519
ABalaaaalpp:239,ABalaaaalpp,239,4365
ABalaaaalpp:240,ABalaaaalpp,240,4599
ABalaaaar:92,ABalaaaar,92,2322
ABalaaaar:93,ABalaaaar,93,2479
ABalaaaar:94,ABalaaaar,94,2510
ABalaaaar:95,ABalaaaar,95,2656
ABalaaaar:96,ABalaaaar,96,2763
ABalaaaar:97,ABalaaaar,97,2720
ABalaaaar:98,ABalaaaar,98,2742
ABalaaaar:99,ABalaaaar,99,2698
ABalaaaar:100,ABalaaaar,100,2553
ABalaaaar:101,ABalaaaar,101,2652
ABalaaaar:102,ABalaaaar,102,2792
ABalaaaar:103,ABalaaaar,103,2363
ABalaaaar:104,ABalaaaar,104,2733
ABalaaaar:105,ABalaaaar,105,2933
ABalaaaar:106,ABalaaaar,106,2688
ABalaaaar:107,ABalaaaar,107,2821
ABalaaaar:108,ABalaaaar,108,2839
ABalaaaar:109,ABalaaaar,109,2777
ABalaaaar:110,ABalaaaar,110,2759
ABalaaaar:111,ABalaaaar,111,2724
ABalaaaar:112,ABalaaaar,112,2750
ABalaaaar:113,ABalaaaar,113,3079
ABalaaaar:114,ABalaaaar,114,2644
ABalaaaar:115,ABalaaaar,115,2697
ABalaaaar:116,ABalaaaar,116,2919
ABalaaaar:117,ABalaaaar,117,2736
ABalaaaar:118,ABalaaaar,118,2800
ABalaaaar:119,ABalaaaar,119,2910
ABalaaaar:120,ABalaaaar,120,3143
ABalaaaar:121,ABalaaaar,121,2671
ABalaaaar:122,ABalaaaar,122,2955
ABalaaaar:123,ABalaaaar,123,3774
ABalaaaarl:124,ABalaaaarl,124,3321
ABalaaaarl:125,ABalaaaarl,125,2806
ABalaaaarl:126,ABalaaaarl,126,3243
ABalaaaarl:127,ABalaaaarl,127,3102
ABalaaaarl:128,ABalaaaarl,128,3024
ABalaaaarl:129,ABalaaaarl,129,2635
ABalaaaarl:130,ABalaaaarl,130,3024
ABalaaaarl:131,ABalaaaarl,131,2136
ABalaaaarl:132,ABalaaaarl,132,2198
ABalaaaarl:133,ABalaaaarl,133,1793
ABalaaaarl:134,ABalaaaarl,134,2416
ABalaaaarl:135,ABalaaaarl,135,2339
ABalaaaarl:136,ABalaaaarl,136,1933
ABalaaaarl:137,ABalaaaarl,137,2042
ABalaaaarl:138,ABalaaaarl,138,1855
ABalaaaarl:139,ABalaaaarl,139,1996
ABalaaaarl:140,ABalaaaarl,140,2339
ABalaaaarl:141,ABalaaaarl,141,1918
ABalaaaarl:142,ABalaaaarl,142,1886
ABalaaaarl:143,ABalaaaarl,143,2385
ABalaaaarl:144,ABalaaaarl,144,2105
ABalaaaarl:145,ABalaaaarl,145,1419
ABalaaaarl:146,ABalaaaarl,146,2105
ABalaaaarl:147,ABalaaaarl,147,2105
ABalaaaarl:148,ABalaaaarl,148,2136
ABalaaaarl:149,ABalaaaarl,149,2042
ABalaaaarl:150,ABalaaaarl,150,2027
ABalaaaarl:151,ABalaaaarl,151,2292
ABalaaaarl:152,ABalaaaarl,152,2042
ABalaaaarl:153,ABalaaaarl,153,2323
ABalaaaarl:154,ABalaaaarl,154,1918
ABalaaaarl:155,ABalaaaarl,155,2510
ABalaaaarl:156,ABalaaaarl,156,2136
ABalaaaarl:157,ABalaaaarl,157,1824
ABalaaaarl:158,ABalaaaarl,158,1949
ABalaaaarl:159,ABalaaaarl,159,2588
ABalaaaarl:160,ABalaaaarl,160,2120
ABalaaaarl:161,ABalaaaarl,161,2011
ABalaaaarl:162,ABalaaaarl,162,1980
ABalaaaarl:163,ABalaaaarl,163,2011
ABalaaaarl:164,ABalaaaarl,164,2276
ABalaaaarl:165,ABalaaaarl,165,2245
ABalaaaarl:166,ABalaaaarl,166,2261
ABalaaaarl:167,ABalaaaarl,167,2245
ABalaaaarl:168,ABalaaaarl,168,2401
ABalaaaarl:169,ABalaaaarl,169,2235
ABalaaaarl:170,ABalaaaarl,170,2073
ABalaaaarl:171,ABalaaaarl,171,2245
ABalaaaarla:172,ABalaaaarla,172,1731
ABalaaaarla:173,ABalaaaarla,173,1918
ABalaaaarla:174,ABalaaaarla,174,1818
ABalaaaarla:175,ABalaaaarla,175,1996
ABalaaaarla:176,ABalaaaarla,176,1810
ABalaaaarla:177,ABalaaaarla,177,1450
ABalaaaarla:178,ABalaaaarla,178,1528
ABalaaaarla:179,ABalaaaarla,179,1653
ABalaaaarla:180,ABalaaaarla,180,1762
ABalaaaarla:181,ABalaaaarla,181,1871
ABalaaaarla:182,ABalaaaarla,182,1808
ABalaaaarla:183,ABalaaaarla,183,2245
ABalaaaarla:184,ABalaaaarla,184,2682
ABalaaaarla:185,ABalaaaarla,185,2530
ABalaaaarla:186,ABalaaaarla,186,2697
ABalaaaarla:187,ABalaaaarla,187,2409
ABalaaaarla:188,ABalaaaarla,188,2370
ABalaaaarla:189,ABalaaaarla,189,2198
ABalaaaarla:190,ABalaaaarla,190,2494
ABalaaaarla:191,ABalaaaarla,191,2604
ABalaaaarla:192,ABalaaaarla,192,2494
ABalaaaarla:193,ABalaaaarla,193,2307
ABalaaaarla:194,ABalaaaarla,194,2993
ABalaaaarla:195,ABalaaaarla,195,3056
ABalaaaarla:196,ABalaaaarla,196,3165
ABalaaaarla:197,ABalaaaarla,197,2900
ABalaaaarla:198,ABalaaaarla,198,2791
ABalaaaarla:199,ABalaaaarla,199,3461
ABalaaaarla:200,ABalaaaarla,200,3600
ABalaaaarla:201,ABalaaaarla,201,2214
ABalaaaarla:202,ABalaaaarla,202,2775
ABalaaaarla:203,ABalaaaarla,203,2604
ABalaaaarla:204,ABalaaaarla,204,2307
ABalaaaarla:205,ABalaaaarla,205,2806
ABalaaaarla:206,ABalaaaarla,206,2494
ABalaaaarla:207,ABalaaaarla,207,2089
ABalaaaarla:208,ABalaaaarla,208,2666
ABalaaaarla:209,ABalaaaarla,209,2775
ABalaaaarla:210,ABalaaaarla,210,3130
ABalaaaarla:211,ABalaaaarla,211,3403
ABalaaaarla:212,ABalaaaarla,212,3115
ABalaaaarla:213,ABalaaaarla,213,3621
