DATA1,DATA2,DATA3
ABplppaappp,328.141666666667,2096.06044078415
ABplppaappp,329.55,1994.34231279065
ABplppaappp,330.958333333333,2487.92536010338
ABplppaappp,332.366666666667,1979.33472013587
ABplppaappp,333.775,2929.81558827188
ABplppap,91.5416666666667,1087.12111972374
ABplppap,92.95,677.310697623159
ABplppap,94.3583333333333,928.760956614379
ABplppap,95.7666666666667,627.020645824915
ABplppap,97.175,571.380588516219
ABplppap,98.5833333333333,652.700672275082
ABplppap,99.9916666666667,585.290602843393
ABplppap,101.4,616.320634804012
ABplppap,102.808333333333,602.410620476838
ABplppap,104.216666666667,620.600639212373
ABplppap,105.625,369.150380221153
ABplppap,107.033333333333,845.300870651335
ABplppap,108.441666666667,605.620623783109
ABplppap,109.85,847.440872855516
ABplppap,111.258333333333,567.100584107858
ABplppap,112.666666666667,788.59081224055
ABplppap,114.075,646.28066566254
ABplppap,115.483333333333,912.710940083024
ABplppap,116.891666666667,790.73081444473
ABplppap,118.3,822.830847507439
ABplppap,119.708333333333,1129.92116380735
ABplppap,121.116666666667,942.670970941552
ABplppap,122.525,1156.67119135961
ABplppap,123.933333333333,1578.25162558319
ABplppapa,125.341666666667,710.480731787958
ABplppapa,126.75,782.170805628008
ABplppapa,128.158333333333,653.770673377172
ABplppapa,129.566666666667,935.18096322692
ABplppapa,130.975,558.540575291135
ABplppapa,132.383333333333,1147.0411814408
ABplppapa,133.791666666667,879.540905918225
ABplppapa,135.2,568.170585209948
ABplppapa,136.608333333333,664.470684398075
ABplppapa,138.016666666667,877.400903714044
ABplppapa,139.425,892.380919143308
ABplppapa,140.833333333333,941.600969839462
ABplppapa,142.241666666667,981.191010616803
ABplppapa,143.65,690.150710848242
ABplppapa,145.058333333333,680.520700929429
ABplppapa,146.466666666667,960.860989677088
ABplppapa,147.875,946.950975349914
ABplppapa,149.283333333333,737.230759340215
ABplppapa,150.691666666667,669.820689908527
ABplppapa,152.1,654.840674479262
ABplppapa,153.508333333333,875.260901509864
ABplppapa,154.916666666667,1090.33112303001
ABplppapa,156.325,1155.60119025752
ABplppapa,157.733333333333,799.290823261453
ABplppapa,159.141666666667,765.050787994563
ABplppapa,160.55,749.000771463209
ABplppapa,161.958333333333,746.860769259028
ABplppapa,163.366666666667,831.390856324162
ABplppapa,164.775,895.590922449579
ABplppapa,166.183333333333,895.590922449579
ABplppapa,167.591666666667,1285.07132361045
ABplppapa,169,940.530968737372
ABplppapaa,170.408333333333,1692.74174350685
ABplppapaa,171.816666666667,813.200837588626
ABplppapaa,173.225,730.810752727674
ABplppapaa,174.633333333333,717.97073950259
ABplppapaa,176.041666666667,1030.41106131296
ABplppapaa,177.45,854.930880570148
ABplppapaa,178.858333333333,1065.72109768194
ABplppapaa,180.266666666667,1156.61016660566
ABplppapaa,181.675,628.592481850903
ABplppapaa,183.083333333333,529.341037348129
ABplppapaa,184.491666666667,435.383003218836
ABplppapaa,185.9,786.071440461971
ABplppapaa,187.308333333333,326.868090562469
ABplppapaa,188.716666666667,977.957566500668
ABplppapaa,190.125,846.945659757006
ABplppapaa,191.533333333333,786.071440461971
ABplppapaa,192.941666666667,455.233292119391
ABplppapaa,194.35,563.748204775757
ABplppapaa,195.758333333333,242.173524586769
ABplppapaa,197.166666666667,876.059416811153
ABplppapaa,198.575,704.023579673011
ABplppapaa,199.983333333333,424.796182471873
ABplppapaa,201.391666666667,700.0535218929
ABplppapaa,202.8,861.502538284079
ABplppapaa,204.208333333333,1061.328779883
ABplppapaa,205.616666666667,602.125429983496
ABplppapaa,207.025,821.80196048297
ABplppapaa,208.433333333333,268.640576454175
ABplppapaa,209.841666666667,616.68230851057
ABplppapaa,211.25,680.203232992345
ABplppapaa,212.658333333333,452.58658693265
ABplppapaa,214.066666666667,406.269246164689
ABplppapaa,215.475,1013.68808652167
ABplppapaa,216.883333333333,734.460689320528
ABplppapaa,218.291666666667,144.245432677365
ABplppapaa,219.7,488.317106953649
ABplppapaa,221.108333333333,403.622540977948
ABplppapaa,222.516666666667,749.017567847602
ABplppapaa,223.925,215.706472719362
ABplppapaa,225.333333333333,905.1731738653
ABplppapaa,226.741666666667,410.2393039448
ABplppapaa,228.15,1036.18508060896
ABplppapaaa,229.558333333333,256.730403113842
ABplppapaaa,230.966666666667,1052.06531172941
ABplppapaaa,232.375,551.838031435424
ABplppapaaa,233.783333333333,394.359072824356
ABplppapaaa,235.191666666667,490.963812140389
ABplppapaaa,236.6,653.736181124939
ABplppapaaa,238.008333333333,530.664389941499
ABplppapaaa,239.416666666667,301.724391288433
ABplppapaaa,240.825,0
ABplppapaaa,242.233333333333,575.65837811609
ABplppapaaa,243.641666666667,514.784158821055
ABplppapaaa,245.05,222.323235686214
ABplppapaaa,246.458333333333,317.604622408877
ABplppapaaa,247.866666666667,459.203349899502
ABplppapaaa,249.275,502.873985480722
ABplppapaaa,250.683333333333,448.616529152539
ABplppapaaa,252.091666666667,502.873985480722
ABplppapaaa,253.5,486.993754360278
ABplppapaaa,254.908333333333,244.820229773509
ABplppapaaa,256.316666666667,146.892137864106
ABplppapaaa,257.725,207.76635715914
ABplppapaaa,259.133333333333,273.933986827657
ABplppapaaa,260.541666666667,0
ABplppapaaa,261.95,64.8442770751458
ABplppapaaa,263.358333333333,275.257339421027
ABplppapaaa,264.766666666667,0
ABplppapaaa,266.175,0
ABplppapaaa,267.583333333333,9.26346815359225
ABplppapaaa,268.991666666667,117.778380809959
ABplppapaaa,270.4,0
ABplppapaaa,271.808333333333,0
ABplppapaaa,273.216666666667,0
ABplppapaaa,274.625,117.778380809959
ABplppapaaa,276.033333333333,0
ABplppapaaa,277.441666666667,434.059650625465
ABplppapaaa,278.85,216.776338346809
ABplppapaaa,280.258333333333,45.0227779643373
ABplppapaaa,281.666666666667,0
ABplppapaaa,283.075,265.134136901098
ABplppapaaa,284.483333333333,210.106297166907
ABplppapaaa,285.891666666667,95.048086813601
ABplppapaaa,287.3,126.730782418135
